text,sentiment,video_id,target_neg,target_neu,target_pos,like_count,source_url
"Mirror mirror on the wall, were there ever any viewers at all?",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"If it was made in 1900s , USA would not have to drop nukes.",negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney brave enough to open the comments section,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
snow white and the 7 dwarfs❌ snow white and the seven CGI abomination thingys✅,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
The only thing that can save this movie is wreak it Ralph,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Screen Screen on my phone, may i PLEASE remove this from my brain",negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
Rachel Zegler❌️ Lily Collins✅️,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
“Mirror Mirror on the Wall what’s the biggest flop of all”,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
This makes Madame Web look like the Godfather.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mom: “Hey sweetheart, do you want to go see Snow White?” Me: *pretends to be sick*",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
they should have the lockdown all over again just so none of us can get to theaters to watch this.,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Coming to a theater near you Me: *Moves to the moon*,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror Mirror on my Phone, this movie should be left alone.",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I just returned just to read the new comments 😅,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, this disaster beats the Titanic's fall",negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
5:25 is the best part!!,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
Atleast shrek 5 trailer got a partner,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
The evil queen was prettier then Snow White 💀,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
I paid nothing to watch this trailer and I want my money back,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
This makes Morbius look like a cinematic masterpiece💀,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"I think the best part of the trailer is Gal Gadot shutting down Rachel Zegler for being too opinionated. Somehow, Disney knew in advance that her opinions would tank the movie.",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Welp! Time to launch myself into the sun! Its been nice knowing you guys!,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"YouTube: “Remember to keep comments respectful and to follow our Community Guidelines” Literally everyone in the comment section: “No, no I don’t think I will”",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I liked part where the trailer ended,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Roses are red Violets are blue I came for the comments And i know you did too,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Screw it, I’ll take the poison apple instead.",negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror, mirror on the wall mirror:I quit, my life's forever gone",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I saw this trailer and immediately watched sonic to heal me,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"If this video turns off the comment section, everyone on YouTube will be in danger",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, this is why I have to TV at all",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"A person forgot he had Alzheimer's, but after watching this trailer, he regretted it and got his Alzheimer's back.",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"I loved when SnowWhite said: ""It's snowin time"" and then snowed all over the evil queen! Truly one of the movies ever made.",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
ANY ONE CAME TO SEE THIS CUZ OF CHAT MUSIC CAN THIS MOVIE !SHUT IT!,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
"“Mirror mirror on the wall, why is Disney disrespecting us all?”",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
this trailer is so much better when im watching it in 144p while blind,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow white: anybody here? The cinema: *complete silence* That one weirdo with no friends: I am..,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Mirror mirror on the wall"" how do i delete disney?",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Woow, i never expected AI to be this advanced. It made an entire movie alone. Just look at the snow white and the evil queen, they look so realistic!😃👍",negative,iV46TJKL8cU,0.8,0.15,0.05,7,https://www.youtube.com/watch?v=iV46TJKL8cU
Thank you❤❤❤,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
The magic is actually real They brought 2005 Michael Jackson back to life to play Snow White,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
This comment section is gold. Keep them coming 😂,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Omg the dwarves! They look like they belong in the CGI style of ICE AGE/FINDING NEMO!!,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
You're saying they shot the whole movie thinking people are gonna watch snowwhite live action where snow white isn't even white😂 that's the whole plot no?,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Where's Sydney Sweeney when you need her? She's the fairest of them all!,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
CGI dwarves scared me,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney: Get Tickets now! I'ma buy tickets to the hospital for Rachel so she can get better Plastic Surgery,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"You know, ""I was thinking this trailer aint so ba-"" until i saw the dwarfs",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"If it wasnt for this comment section, I would of never thought about this movie since release",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror, mirror on the wall. Why is this movie here at all?",negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
"Disney, is this a new death penalty for people on Deathrow?",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
The time the poisoned apple was the victim,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"""How much CGI do you want in this movie?"" Disney: ""Yes.""",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
This movie was incredible ❤ Rachel Zegler is the perfect princess ❤❤❤❤,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
This makes the Emoji Movie look like peak cinema,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
That Once Upon a Studio short BY DISNEY! got loved more than current Disney’s live action movies…. WHY DOESN’T DISNEY LISTEN TO THEIR AUDIENCES!?,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror mirror on the wall, is this why wont the aliens visit us at all?",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney attended its own funeral with this one,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
The reason why the animals are CGI is because real animals would run away from Rachel Zegler,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror Mirror on the wall, which is the best comment section of them all?",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
If I pirates this movie I would still want a refund,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
Evil queen is already the fairest,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"It feels like disney just takes their older movies and makes IRL remakes of them. And like Moana and inside out, they make sequals of those movies instead of making new ones. So this is really disneys downfall",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I literally just came here for the comments,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Only time I'm happy to get an ad before the trailer starts😂😂😂,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, This is Disney's biggest downfall",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Is it just me or is it the 1937 movie better than this remake?,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
This comment section is worth more money then the actual movie,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Can the meteor hit us already 😭,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"This didn’t get released, it escaped 💀.",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
This sh*t makes Sharknado feel like an Oscar film💀,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Mirror Mirror on the wall"", ""Why does this Movie make Cats not look so bad after all?""",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Who else reported this for being ""So horrible that my eyes want to bleed."" and ""I would rather eat the poisiouness apple than watch this trailer a second time.",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
They should’ve had Disney’s opening sequence for this movie saying “no one cares”,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror,mirror on the wall, i would like to delete it all",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Gal played her real life character 😊,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I have read countless negative comments about this movie. I watched it last night and I enjoyed it. Just my opinion.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, the poison apple is the mightiest of them all.",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Definition Of Money Back Guarantee,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Respect the guy that said: if I saw this movie on an airplane, I would still walk out ✨️✨️✨️✨️✨️✨️✨️",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Walt said he never wanted snow white remade. Disney in 2025: snow white remake Walt:😢,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney I hate You Cause you turned the most gorgeous wonder woman into a devil.,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Mirror mirror on the wall how much bleach will I need to unsee this,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Me: Mirror,mirror on the wall, is this movie Disney's downfall? Mirror: Yes,my queen. **Cuts to credits**",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow White and the seven got tickets,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"I'm thinking that the blind, deaf are so lucky to have not seen this trailer",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I felt depressed today so i looked at this comment section now im happy again.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I booked seats to see this in theaters because I needed some quiet time to myself.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
They should've cast Rachel as Ariel so then Ursula could take her voice away.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Mirror mirror on the wall who's apologising to thick of it after all Answer:disney,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Evil queen: when I look at you snow white, I want to💀 myself Snow white: GASP",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I thanked my cat for breaking my phone while I was 0 seconds in,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Go at 2:24 it's the best part,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall, why does this exist when we already have horror movies?",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Guys, I'm in love with an evil stepmother, how can I stop worrying about her?",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"guess, rachel don't get a new job anymore. ""its hollywood, baby"" edit: weird, weird!",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
For those who don't know... Snow White was the one whose skin was whiter than snow.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Please don't hate on the characters.. Except Snow white and the 8 CGIs,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
This trailer looks so bad that it makes the Minecraft Movie look good.,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I love Snow White! She’s beautiful!,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Nah I’d rather get a job than watch this,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
Is this trailer supposed to be an early April fools joke?,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Ig i should consult a therapist …waittt !!!!what if he had also watched this?,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"mirror mirror on the wall, these comments have not lied at all,mirror mirror on the wall this was disney's biggest fall",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
I showed this to my father and he said “snow black”,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Told my therapist about this movie Am the therapist now,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I’m a white female. Does that mean I can play the live action Tiana? Disney?,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I didn’t pay for this movie trailer but i want my money back,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
What others hear “mirror mirror on the wall who’s the fairest of them all” what I hear mirror mirror on the wall who’s the fairest of the mall”,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
This movie is actually kind of good! JUST KIDDING!,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror Mirror in the hall, take Snow White of the Cinema´s Wall",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Last decade, we had the emoji movie. In this one, the comments section movie.",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Thank God this movie bombed harder than Hiroshima!,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
How can Snow White look black?? How can she be the fairest of them all?? The word fair literally means light color. So sick of woke movies and DEI.,negative,iV46TJKL8cU,0.8,0.15,0.05,4,https://www.youtube.com/watch?v=iV46TJKL8cU
Came here after chat music,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
The poisoned apple is Apples bestselling product,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
So after watching the comment video song you decided to come here?,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Wow the comments section is still active after 8 month's,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I'm rooting for the queen,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Didn’t know Snow White was about an Indian empire,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow white was an timeless classic And disney forgot what that means,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Magic Mirror on the wall Who's the weirdest of them all,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow White and the seven OH MY— 🤓🫩🥴🤡👹👽👺,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Mirror mirror on the wall Why does this exist at all??? Stop at 0:0 for your safety 💀☠️,negative,iV46TJKL8cU,0.8,0.15,0.05,6,https://www.youtube.com/watch?v=iV46TJKL8cU
"Snow White is a very good representation of the innocent and evil, the songs are with musical influences and the personalities in the story touched my heart 🙏❤️",negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I think the remake video making fun of Snow White movie are much more better to watch than the actual movie and there is a lot of it if you search it,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Even her own eyes are trying to run from this movie,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
I will give you a bazillion trillion dollars if you actually watched the trailer instead of going to the comments.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney used to make movies now they make nightmirrors,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney: coming to theaters near you. Me: avoiding theaters like the plague.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
The queen is the hero😂,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
GUYS STOP HATONG ON THIS MOVIE I SAW IT AND IT WAS ANAZING YALL ARE SOME REAL NUISANCES,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"No dwarves were harmed during the making of this film, your eyes and ears certainly will be though! 😁",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
The amount of dislikes of the video is probably more than what this movie made at the box office,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
why does she look like the people that make houses in the jungle,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
These comments are brutal… But not as brutal as the haircut they gave Snow White.,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
The original was referred to as “Disney’s folly” This one is “Iger’s folly”,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Thick of its long lost brother💔,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
This movie trailer Made me jealous of Minecraft despawning,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"""Her skin, white as snow"" Disney: wait, lemme change that!",negative,iV46TJKL8cU,0.8,0.15,0.05,0,https://www.youtube.com/watch?v=iV46TJKL8cU
I can confidently assume the 82k likes on the trailer is for the comment section,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"You ruined our childhood, we always believe that Snow White is far more beautiful than the witch🫠 but what happen to Snow White here? The witch is the most beautiful here",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Looked better when I turned of my phone,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Team apple,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"“Coming to theaters near you” Hey Elon musk, how’s mars going?",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"When im feeling bad, i usually come here stop the video and see the comments",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
THIS IS THE REASON ALIENS DONT COME TO EARTH,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
I swear Walt Disney got bored and made this for fun 🙏,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
it's so bad it makes off brand look better and official,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Words can't describe beauty. Numbers can. 0.1/10,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
She is fitting to be a Shinigami from Death Note (they love apples),negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Disneys brave to still have the comments on,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow chad and the seven morphs,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"Who needs an evil queen in the movie, when you already casted an evil minded actress to play as snow white...😂😂",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
"Mirror mirror on the wall,why do the dwarves look like they’ve been birthed as an old man",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"She is not snow white at all , and she mocked the old classic, she should be fired.",negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Mirror mirror on the wall (Continue the lyrics 👇),negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Can we repay the budget for this movie and tell Disney to remove it...?,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
It is clear that the mirror lied to the Queen.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
this move is great wehan I turn my pc off,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
"This movie is terrible. It completely misses the mark on love, where the prince should be fearless, a warrior, intelligent, and a great hero. And Snow White, a defenseless, fragile woman, is saved by the new love of her life. And the two would live happily ever after in a great love!",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow White ❌ coal black ✅,negative,iV46TJKL8cU,0.8,0.15,0.05,5,https://www.youtube.com/watch?v=iV46TJKL8cU
Give me that apple! That’s the only way to escape this horror! This made even veterans forget their PTSD!,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Snow White and the 7 excuses for not attending the premiere,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
"Me: Mirror mirror on the wall, why could I not tell that this movie was Snow White? Mirror: because the original was weird, weird, weird",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Since the OG was delete I'm rooting for the poison apple,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
Disney is so lucky YouTube took dislikes off or we would see a new record.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Love you Rachel.,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
The ads are better than thisss,negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
Who didn’t even watch a single bit of this😂👇🏻,negative,iV46TJKL8cU,0.8,0.15,0.05,2,https://www.youtube.com/watch?v=iV46TJKL8cU
Probably one of the most disliked trailer of all time 😂.,negative,iV46TJKL8cU,0.8,0.15,0.05,3,https://www.youtube.com/watch?v=iV46TJKL8cU
"This movie was free to watch, but just let me get my money back 😭😭",negative,iV46TJKL8cU,0.8,0.15,0.05,1,https://www.youtube.com/watch?v=iV46TJKL8cU
